CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
9658,Lacey,She,Bundesallee 95,Berlin,Hessen,Germany,12171,1 (11) 500 555-0170,1956-03-09,High School,Professional,F,S,1,4,4,4,135947,87,1
9659,Randy,Zhou,Krönerweg 9796,Berlin,Hamburg,Germany,12311,1 (11) 500 555-0156,1955-11-19,Partial College,Professional,M,M,1,4,4,4,162082,151,1
9660,Abigail,Russell,Am Grossen Dern 9824,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0149,1955-07-10,Partial High School,Professional,F,M,1,4,4,4,128748,90,0
9661,Mallory,Gutierrez,Hunzinger Allee 675,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0120,1955-01-07,Partial College,Professional,F,M,1,3,4,4,138296,100,1
9662,Megan,Gonzales,Klara Straße 2465,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0178,1955-02-02,Partial College,Professional,F,S,0,3,4,4,135331,89,1
9664,Briana,Alonso,5493 Gonzalez Ct,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0148,1955-10-17,High School,Professional,F,M,1,2,4,4,127792,98,0
9666,Terrance,Gonzalez,Marienplatz 33651,Duesseldorf,Hessen,Germany,40605,1 (11) 500 555-0168,1944-06-19,Partial College,Professional,M,S,0,2,0,5,123744,75,0
9668,Susan,Sun,Marienplatz 46464,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0196,1944-04-22,Bachelors ,Management,F,M,1,4,4,4,156468,90,0
9670,Megan,Alexander,Auf dem Ufer 224,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0110,1945-07-24,Partial College,Professional,F,M,0,2,0,5,107801,54,0
9671,Gerald,Ruiz,Hochstr 2777,Poing,Saarland,Germany,66041,1 (11) 500 555-0187,1945-09-02,Partial College,Professional,M,M,1,2,0,5,111184,84,0
9672,Billy,Diaz,851 Solano Drive,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0169,1945-10-20,Bachelors ,Management,M,M,1,4,4,4,165264,141,0
9674,Lindsay,Nath,2152 Zartop Street,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0145,1945-06-12,Bachelors ,Management,F,M,1,4,4,4,158609,91,0
9675,Neil,Navarro,Viktoria-Luise-Platz 442,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0163,1946-11-14,Bachelors ,Management,M,M,1,1,4,4,130458,139,0
9677,James,Long,Residenz Straße 944,Hof,Bayern,Germany,95010,1 (11) 500 555-0118,1954-04-07,Partial College,Professional,M,M,1,1,2,4,127794,116,0
9678,Cameron,Miller,"877, avenue de Villiers",Metz,Moselle,France,57000,1 (11) 500 555-0169,1954-05-03,High School,Professional,M,M,0,3,4,4,123626,150,1
9680,Todd,Chow,"2408, rue Maillard",Saint Ouen,Somme,France,80610,1 (11) 500 555-0182,1952-01-13,Partial College,Professional,M,M,1,2,1,4,110154,92,0
9681,Bruce,Subram,"215, avenue du Québec",Paris,Seine (Paris),France,75008,1 (11) 500 555-0198,1951-09-14,High School,Professional,M,M,0,3,1,4,109212,98,0
9683,Eduardo,Johnson,Hochstr 8444,Kassel,Hessen,Germany,34117,1 (11) 500 555-0188,1951-08-02,High School,Professional,M,M,1,3,1,4,114956,95,1
9684,Stacy,Gutierrez,Lützowplatz 4642,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0115,1951-01-18,Partial College,Professional,F,M,0,4,4,4,94061,90,0
9685,Theresa,Schmidt,3083 Boatwright Dr.,London,England,United Kingdom,SE1 8HL,1 (11) 500 555-0185,1951-03-21,High School,Professional,F,M,1,3,5,5,136164,105,0
9686,Paula,Martin,9424 Athens Circle,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0169,1951-08-12,Partial College,Management,F,M,0,4,5,5,128704,102,1
9688,Jay,Dominguez,6928 Woodland Drive,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0196,1950-01-20,Bachelors ,Management,M,S,0,3,5,5,181048,152,1
9690,Jacquelyn,Gill,"75, rue de Cambrai",Les Ulis,Essonne,France,91940,1 (11) 500 555-0130,1948-01-11,High School,Management,F,M,1,4,1,5,98211,63,0
9692,Michele,Prasad,"10, avenue du Port",Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0168,1948-09-04,High School,Management,F,M,1,3,1,4,93529,62,0
9693,Shawna,Anand,Hans-Rosenthal-Platz 502,München,Hessen,Germany,80074,1 (11) 500 555-0127,1948-08-22,Partial High School,Skilled Manual,F,S,1,4,1,4,81517,60,1
9694,Martin,Lopez,6536 Diver Way,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0198,1948-10-22,High School,Management,M,S,1,4,4,4,123185,127,1
9695,Kathryn,Andersen,6999 Indianhead Ct.,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0141,1948-11-22,High School,Management,F,M,1,4,5,5,141290,110,0
9696,Shannon,Zhu,"6, rue des Vendangeurs",Cergy,Val d'Oise,France,95000,1 (11) 500 555-0183,1947-02-21,Partial High School,Skilled Manual,F,M,0,2,0,5,102572,49,0
9697,Michael,Ruggiero,"5501, rue Lauriston",Saint-Denis,Seine Saint Denis,France,93400,227-555-0100,1947-11-14,Partial High School,Skilled Manual,M,M,1,2,0,5,120472,81,0
9698,Tina,Prasad,Karl Liebknecht str 399,Bonn,Nordrhein-Westfalen,Germany,53131,1 (11) 500 555-0120,1947-10-10,Partial High School,Professional,F,M,1,4,4,4,95729,88,0
9701,Alisha,Lal,9039 North Spoonwood Court,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0119,1975-12-01,Bachelors ,Professional,F,S,0,4,0,0,73335,48,0
9703,Brandi,Suarez,9825 Mt. Dell Drive,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0112,1976-05-22,Bachelors ,Professional,F,M,0,2,0,0,88674,49,0
9704,Cedric,Nara,2257 Gate Drive,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0191,1976-08-17,Bachelors ,Professional,M,S,0,2,0,0,113397,74,0
9705,Philip,Rubio,3586 Everett Court,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0147,1976-04-26,Bachelors ,Professional,M,S,0,2,0,0,95037,70,0
9707,Bryant,Rana,3748 Bellwood Dr.,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0184,1976-04-25,Bachelors ,Professional,M,M,1,2,0,0,114187,86,0
9708,Marc,Gomez,5370 Adobe Drive,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0120,1974-08-20,Bachelors ,Professional,M,M,1,3,0,0,112529,82,0
9711,Patricia,Kapoor,799 Northwood Drive,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0146,1974-03-07,Bachelors ,Professional,F,S,0,4,0,0,97081,48,1
9713,Rafael,Xu,1753 Camby Rd.,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0129,1974-12-05,Bachelors ,Professional,M,S,1,3,0,0,129274,77,0
9714,Jill,Carlson,3393 Alpha Way,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0176,1974-05-10,High School,Management,F,S,1,2,5,5,90246,93,1
9715,Ashley,White,25 Glenellen Court,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0132,1972-05-12,Bachelors ,Professional,F,M,0,3,0,0,100054,53,0
9717,Sheila,Navarro,1671 Via Del Verdes,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0118,1973-08-17,Partial College,Management,F,M,1,3,5,5,134606,103,0
9718,Tiffany,Zeng,1301 Burwood Way,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0124,1973-02-05,Partial High School,Professional,F,M,1,4,5,5,137822,105,1
9720,Joan,Hernandez,2526 Sharon Dr.,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0111,1971-08-26,High School,Management,F,M,1,3,5,5,97158,96,1
9721,Brandi,Hernandez,1617 Cunningham Way,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0187,1971-06-15,High School,Management,F,S,1,4,5,5,101919,92,1
9722,Kaylee,Gonzalez,6977 Evergreen Ct.,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0179,1970-10-09,Bachelors ,Professional,F,S,0,4,0,0,112869,56,0
9723,Roy,Subram,2360 Cobblestone Ct.,Geelong,Victoria,Australia,3220,1 (11) 500 555-0165,1970-07-26,High School,Management,M,M,1,4,5,5,122467,165,0
9725,Devon,Raji,2497 Hazel Drive,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0110,1971-02-05,Partial High School,Professional,M,M,1,4,5,5,141388,165,0
9727,Elizabeth,Taylor,2680 Corte Del Sol,Lake Oswego,Oregon,United States,97034,439-555-0176,1964-05-24,Partial College,Professional,F,M,1,3,5,5,108011,105,1
9728,Natalie,James,1277 Army Dr.,Glendale,California,United States,91203,344-555-0196,1964-09-20,Graduate Degree,Management,F,S,0,2,2,2,146798,76,1
9731,Pedro,Hernandez,428 Del Monte Court,Bellingham,Washington,United States,98225,332-555-0111,1934-09-19,Graduate Degree,Management,M,M,1,2,0,2,86916,64,0
9733,Jordan,Hall,4095 Minert Rd.,Everett,Washington,United States,98201,167-555-0166,1934-08-20,Graduate Degree,Management,F,M,1,2,0,2,95151,51,0
9734,Isabel,Hayes,2208 Mauna Kea Court,Oregon City,Oregon,United States,97045,982-555-0147,1934-07-02,Graduate Degree,Management,F,M,1,2,0,2,93767,46,0
9736,Rebekah,Perez,Höhenstr 9415,Bonn,Nordrhein-Westfalen,Germany,53131,1 (11) 500 555-0151,1974-08-17,Partial College,Clerical,F,S,0,1,0,0,38561,46,1
9737,Joan,Ross,"8101bis, boulevard Saint Germain",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0125,1980-12-23,Partial High School,Manual,F,S,0,2,0,0,20234,39,0
9738,Colleen,Kumar,"2, avenue de Norvege",Dunkerque,Nord,France,59140,1 (11) 500 555-0190,1980-03-21,Partial High School,Manual,F,S,1,2,0,0,11906,37,0
9739,Arthur,Blanco,"8383, place du Tertre",Morangis,Essonne,France,91420,1 (11) 500 555-0147,1980-05-27,Partial High School,Manual,M,S,0,2,0,0,20198,60,0
9740,Emily,Brown,Postfach 22 99 99,Hof,Bayern,Germany,95010,1 (11) 500 555-0121,1980-02-19,Partial High School,Manual,F,S,0,2,0,0,20734,38,0
9741,Tristan,Wood,4580 Duck Horn Court,San Francisco,California,United States,94109,756-555-0133,1962-05-01,Partial College,Skilled Manual,M,M,1,1,0,1,86820,81,1
9742,Jesse,Evans,8533 Valley Oak Plaza,Vancouver,British Columbia,Canada,V7L 4J4,309-555-0152,1961-02-08,High School,Skilled Manual,M,M,1,2,3,4,58271,112,0
9743,Dalton,Johnson,4284 Boynton Avenue,Redwood City,California,United States,94063,130-555-0125,1961-06-24,High School,Skilled Manual,M,M,1,3,3,4,55864,112,1
9744,Carol,Serrano,16 White Pl.,Concord,California,United States,94519,362-555-0117,1961-11-03,High School,Skilled Manual,F,S,1,3,3,4,50198,67,0
9745,Melissa,Howard,7350 Bluejay Dr,Bremerton,Washington,United States,98312,624-555-0115,1961-08-07,Partial College,Skilled Manual,F,M,1,1,0,1,71552,51,1
9746,Destiny,Bennett,9875 Prestwick Court,Lemon Grove,California,United States,91945,566-555-0180,1961-02-15,Partial College,Skilled Manual,F,M,1,1,0,1,86856,51,0
9747,Lucas,Collins,8108 Abbey Court,Oak Bay,British Columbia,Canada,V8P,367-555-0120,1961-08-02,Partial College,Skilled Manual,M,M,1,1,0,1,77431,80,0
9748,Justin,Williams,9473 Wawona Lane,Seattle,Washington,United States,98104,939-555-0154,1961-07-20,Partial College,Skilled Manual,M,M,1,1,0,1,90811,78,1
9749,Eduardo,Cook,4989 Ridge Park Dr.,Yakima,Washington,United States,98901,890-555-0145,1960-03-13,High School,Skilled Manual,M,M,1,2,2,4,42883,96,0
9752,Meredith,Browning,6453 Pacific,Colma,California,United States,94014,240-555-0117,1967-09-16,Graduate Degree,Professional,F,S,0,1,0,0,102739,55,1
9753,Karl,Luo,5581 Stanford Street,Colma,California,United States,94014,830-555-0162,1967-03-03,Graduate Degree,Professional,M,S,1,1,0,0,109250,79,1
9754,Karen,Perry,7791 Black Pine Lane,Coronado,California,United States,92118,141-555-0111,1967-11-19,Graduate Degree,Professional,F,S,0,1,0,0,92769,50,0
9755,Marissa,Perry,8021 Dallas Drive,Glendale,California,United States,91203,162-555-0133,1967-07-27,Graduate Degree,Professional,F,S,1,1,0,0,94794,53,1
9756,Marcus,Wood,8074 Oakmead,San Francisco,California,United States,94109,387-555-0136,1960-09-20,Partial College,Skilled Manual,M,M,0,1,0,1,96657,81,0
9757,Leonard,Kumar,7127 Los Gatos Court,Colma,California,United States,94014,129-555-0139,1959-12-14,Partial College,Skilled Manual,M,M,1,1,0,1,102577,76,0
9759,Victoria,Simmons,845 Olive Ave,Walla Walla,Washington,United States,99362,992-555-0163,1959-07-28,Bachelors ,Professional,F,M,0,0,3,4,92737,81,0
9760,Emma,Reed,1191 Boxwood Dr.,Burbank,California,United States,91502,572-555-0116,1959-12-15,Bachelors ,Professional,F,M,0,0,3,4,89377,75,0
9763,Alejandro,Sharma,8998 Adobe Drive,Coronado,California,United States,92118,922-555-0153,1959-07-24,Graduate Degree,Professional,M,M,1,0,0,5,145796,87,1
9764,Gail,Moore,4037 Trasher Road,Santa Monica,California,United States,90401,155-555-0169,1958-02-19,Bachelors ,Professional,F,S,0,1,2,3,77014,63,1
9765,Julia,Roberts,4249 Heights Ave.,Lynnwood,Washington,United States,98036,387-555-0169,1958-09-05,Graduate Degree,Professional,F,M,1,0,0,5,132280,59,0
9767,Michele,Deng,24 Roslyn Drive,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0199,1969-01-03,Bachelors ,Professional,F,M,1,0,0,2,106313,52,0
9768,Diane,Romero,5070 Via Alta,Seaford,Victoria,Australia,3198,1 (11) 500 555-0182,1969-10-09,Bachelors ,Professional,F,M,1,0,0,2,99476,55,0
9769,Ann,Madan,3330 Hawes Street,Findon,South Australia,Australia,5023,1 (11) 500 555-0137,1969-04-12,Graduate Degree,Management,F,M,1,0,0,1,128718,56,0
9770,Clayton,Chavez,8109 Live Oak Ave.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0172,1969-09-27,Graduate Degree,Management,M,S,0,0,0,1,137693,81,1
9774,Marvin,Vazquez,2117 Mt Whitney,Melton,Victoria,Australia,3337,1 (11) 500 555-0140,1967-07-22,Bachelors ,Professional,M,M,0,3,5,5,104988,165,1
9776,Jenny,Ferrier,2934 Treat Blvd,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0166,1969-08-22,Graduate Degree,Management,F,S,1,1,0,1,155206,57,1
9777,Jay,Kapoor,6011 Driftwood Dr.,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0159,1969-10-16,Graduate Degree,Management,M,S,0,1,0,1,178194,79,0
9779,Jimmy,Dominguez,3397 C Olivera Rd,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0145,1969-07-16,Graduate Degree,Management,M,M,1,1,0,1,182273,89,0
9781,Chelsea,Garcia,3331 Algiers Dr.,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0194,1967-04-20,Bachelors ,Professional,F,M,1,4,5,5,83337,101,1
9782,Kristi,Smith,4580 Duck Horn Court,Melton,Victoria,Australia,3337,1 (11) 500 555-0131,1967-05-01,Graduate Degree,Management,F,S,1,2,5,5,119533,97,1
9783,Jacquelyn,Serrano,6090 San Francisco,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0115,1967-08-23,Graduate Degree,Management,F,M,1,2,5,5,125199,107,0
9784,Devon,Nara,5146 Shadow Falls Drive,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0174,1967-08-03,Graduate Degree,Management,M,M,1,3,5,5,141715,167,1
9787,Charles,Sanders,807 Winton Dr.,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0189,1965-04-09,Bachelors ,Professional,M,M,1,1,2,2,113770,117,1
9788,Jaime,Deng,1924 Coldwater Drive,Findon,South Australia,Australia,5023,1 (11) 500 555-0166,1968-08-04,Bachelors ,Professional,M,S,0,1,0,0,90403,76,1
9790,Jada,Rivera,4661 Balboa Court,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0132,1964-02-21,Bachelors ,Professional,F,S,1,2,3,3,87584,78,0
9792,Janet,Vazquez,3312 Clear View Circle,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0142,1964-02-15,Bachelors ,Professional,F,M,0,3,4,4,82583,92,0
9795,Jacqueline,Torres,415 Courthouse Drive,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0134,1963-07-01,Bachelors ,Professional,F,S,0,2,2,3,79630,60,1
9796,Phillip,Malhotra,9377 Detroit Ave,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0122,1963-07-21,Bachelors ,Professional,M,S,0,1,0,0,103466,79,0
9797,Tracy,Deng,6045 Elwood Drive,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0157,1967-03-08,Bachelors ,Professional,F,M,1,0,4,4,114412,89,1
9798,Philip,Gutierrez,8574 Hillview Drive,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0111,1962-09-16,Bachelors ,Professional,M,M,1,1,0,1,101485,80,1
9799,Beth,Moreno,9217 Juliet Court,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0131,1961-09-10,Bachelors ,Professional,F,S,1,1,0,1,83249,49,0
9802,Glenn,Liang,1135 W St.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0127,1961-03-22,Partial College,Skilled Manual,M,M,1,1,0,1,89729,85,0
9804,Eddie,Torres,5248 Gladstone Drive,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0151,1960-10-14,Partial College,Skilled Manual,M,M,1,1,0,1,78387,79,1
9805,Kristi,Chapman,1312 Creekside Dr.,Findon,South Australia,Australia,5023,1 (11) 500 555-0132,1960-06-11,Partial College,Skilled Manual,F,S,1,1,0,1,70908,47,0
9806,Theodore,Dominguez,1291 Honey Court,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0151,1965-12-04,Bachelors ,Professional,M,S,1,1,0,0,108555,80,1
9808,Erik,Jimenez,7419 Donaleen Ct.,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0116,1965-04-02,Bachelors ,Professional,M,M,1,4,5,5,122490,161,1
9809,Alejandro,Rai,3919 El Pintado Road,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0116,1965-03-15,Bachelors ,Professional,M,S,1,4,5,5,123457,152,1
9810,Teresa,Gill,5139 The Trees Dr,Seaford,Victoria,Australia,3198,1 (11) 500 555-0164,1965-07-14,Bachelors ,Professional,F,M,0,4,5,5,97007,101,1
9812,Craig,Sanz,1277 Argenta Dr.,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0176,1964-09-20,Bachelors ,Professional,M,M,0,1,0,0,100526,86,0
9813,Natasha,Ruiz,6778 Edie Ct.,Seaford,Victoria,Australia,3198,1 (11) 500 555-0143,1959-03-13,Bachelors ,Professional,F,S,1,1,0,1,104734,51,0
9815,Amy,Gao,3248 Birdhaven Court,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0186,1961-11-19,Partial College,Skilled Manual,F,M,1,1,0,1,68764,57,0
9818,Julia,Barnes,8641 Summitview Dr.,Geelong,Victoria,Australia,3220,1 (11) 500 555-0194,1958-05-13,Bachelors ,Management,F,M,0,1,0,2,97676,54,0
9821,Kristen,Chen,1354 Helene Court,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0186,1936-08-05,Partial College,Clerical,F,M,0,2,0,2,44881,42,0
9822,Jill,Navarro,1026 Mt. Wilson Pl.,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0134,1936-08-23,Bachelors ,Management,F,M,1,1,0,2,63344,52,0
9823,Meghan,Ortega,3030 Blackburn Ct.,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0127,1960-08-16,Partial College,Skilled Manual,F,M,1,1,0,1,70910,53,0
9824,Pamela,Mehta,7633 Greenhills Circle,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0157,1960-03-03,Partial College,Skilled Manual,F,M,0,3,4,5,72362,91,0
9825,Jon,Nara,1064 Armstrong Rd.,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0147,1960-06-20,Partial College,Skilled Manual,M,M,1,3,4,5,80527,137,1
9826,Kaylee,Hernandez,8777 Olivera Rd.,Issaquah,Washington,United States,98027,894-555-0144,1976-09-13,High School,Skilled Manual,F,S,0,2,0,0,39463,42,1
9827,Alisha,Ye,9525 Canyon Way,Cliffside,British Columbia,Canada,V8Y 1L1,292-555-0192,1975-04-08,High School,Skilled Manual,F,S,0,1,0,0,44590,47,0
9829,Henry,Lopez,8434 Balhan Court,Burlingame,California,United States,94010,272-555-0141,1975-07-13,High School,Skilled Manual,M,S,1,2,0,0,53565,68,1
9831,Regina,Malhotra,3146 Rose Street,Colma,California,United States,94014,349-555-0176,1980-06-26,High School,Skilled Manual,F,S,0,2,0,0,38329,40,0
9832,Marcus,Jenkins,7260 Holly Oak Dr.,Milwaukie,Oregon,United States,97222,393-555-0137,1980-11-01,High School,Skilled Manual,M,S,0,2,0,0,50531,63,0
9833,Jose,Gonzales,2206 Countrywood Ct,Haney,British Columbia,Canada,V2W 1W2,407-555-0164,1980-05-19,High School,Skilled Manual,M,S,1,2,0,0,36695,64,1
9834,Mary,Turner,1178 Flora Ave.,Shawnee,British Columbia,Canada,V9B 2C3,735-555-0125,1980-10-15,High School,Skilled Manual,F,M,1,2,0,0,38515,44,0
9835,Terrence,Andersen,7651 Smiling Tree Court,Burien,Washington,United States,98168,159-555-0162,1980-10-22,Partial High School,Clerical,M,S,0,2,0,0,52199,64,0
9836,Sharon,She,5878 Arcadia Pl.,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0190,1937-12-09,Partial College,Clerical,F,M,0,2,0,2,55267,43,0
9837,Rachel,Bryant,1315 Union St,Shawnee,British Columbia,Canada,V9B 5T2,898-555-0158,1978-02-23,High School,Skilled Manual,F,M,0,2,0,0,53653,48,0
9839,Ethan,White,3361 Greenhills Circle,Renton,Washington,United States,98055,182-555-0138,1977-09-20,Partial High School,Clerical,M,S,0,2,0,0,57819,66,0
9840,Christopher,Davis,3538 Olivewood Ct.,Redwood City,California,United States,94063,755-555-0171,1977-11-04,Partial High School,Clerical,M,S,0,2,0,0,50133,67,1
9841,Rafael,Chen,5932 Houston Ct.,Beverly Hills,California,United States,90210,125-555-0157,1977-05-01,Partial High School,Clerical,M,S,0,2,0,0,43316,67,0
9843,Bridget,Kennedy,3376 Jacaranda Dr.,Cliffside,British Columbia,Canada,V8Y 1L1,379-555-0115,1979-04-07,Partial High School,Clerical,F,M,0,2,0,0,37181,40,0
9844,Jodi,Shen,6951 Harmony Way,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0159,1939-11-22,Partial College,Clerical,F,M,0,2,0,2,56108,43,0
9846,Barbara,Shen,2137 Carlotta,Seaford,Victoria,Australia,3198,1 (11) 500 555-0144,1940-05-22,Bachelors ,Management,F,M,1,2,0,2,61676,43,0
9847,Jorge,Cai,7952 Quartermaster,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0191,1940-08-12,Bachelors ,Management,M,M,1,2,0,2,72268,71,0
9850,Seth,Clark,8979 Adams Dr.,Grossmont,California,United States,91941,131-555-0145,1976-04-03,Partial College,Skilled Manual,M,M,1,1,0,0,48365,67,0
9852,Gabriella,Hall,4511 L St.,Downey,California,United States,90241,874-555-0180,1975-11-01,High School,Skilled Manual,F,S,0,2,0,0,33010,42,0
9854,Marissa,Simmons,3149 Blue Circle,Lemon Grove,California,United States,91945,979-555-0111,1974-03-16,Partial College,Skilled Manual,F,S,1,1,0,0,33540,39,0
9856,Paige,Morris,6720 Primrose Dr.,Haney,British Columbia,Canada,V2W 1W2,711-555-0136,1973-05-03,Partial College,Skilled Manual,F,S,0,1,0,0,75695,47,1
9858,Trinity,Cox,1820 Adobe St,La Jolla,California,United States,92806,944-555-0152,1972-08-12,Partial College,Skilled Manual,F,S,0,2,0,0,74518,49,0
9859,Connor,Young,8526 El Molino Dr.,San Carlos,California,United States,94070,225-555-0129,1972-05-16,Bachelors ,Management,M,S,0,1,0,0,135971,77,0
9860,Cameron,Chen,7971 Rolling Green Circle,Burien,Washington,United States,98168,298-555-0161,1968-05-07,Bachelors ,Management,M,S,0,1,0,0,132839,76,1
9861,Jasmine,Sanders,9783 Amaranth Way,Walla Walla,Washington,United States,99362,745-555-0111,1968-02-21,Bachelors ,Management,F,S,0,1,0,0,109389,49,0
9862,David,Gonzales,6306 El Dorado Way,Beverly Hills,California,United States,90210,539-555-0134,1968-12-16,Bachelors ,Management,M,M,1,1,4,4,133003,146,0
9863,Richard,Bailey,5826 Limewood Pl.,Burnaby,British Columbia,Canada,V3J 6Z3,818-555-0146,1968-02-18,Bachelors ,Management,M,S,1,1,4,4,132172,134,1
9865,Zachary,Butler,4050 Canyon Road,Bellflower,California,United States,90706,193-555-0178,1968-05-08,Graduate Degree,Management,M,M,1,3,1,2,183573,111,0
9867,Russell,Raji,1144 Paraiso Ct.,Berkeley,California,United States,94704,172-555-0194,1968-08-24,Bachelors ,Management,M,S,1,4,1,1,180068,94,0
9870,Jonathan,Johnson,2559 Altura Drive,Langley,British Columbia,Canada,V3A 4R2,310-555-0158,1978-02-09,High School,Skilled Manual,M,M,1,2,0,0,49658,72,0
9872,Jenny,Goel,7156 Rose Dr.,Cerritos,California,United States,90703,753-555-0135,1978-09-20,Partial College,Skilled Manual,F,S,0,2,0,0,88701,52,0
9873,Cameron,Flores,7892 M Ln.,Downey,California,United States,90241,979-555-0198,1978-04-28,Partial College,Skilled Manual,M,S,0,2,0,0,81519,78,0
9874,Joanna,Suarez,4906 Vine Hill Way,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0193,1945-10-02,Partial High School,Clerical,F,M,1,2,1,2,25475,50,0
9876,Roy,Martin,8955 Miller Dr.,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0143,1946-07-03,High School,Skilled Manual,M,M,0,2,0,4,38181,65,0
9877,Paula,Munoz,3200 Sandalwood Dr,Berkeley,California,United States,94704,810-555-0167,1971-03-18,Graduate Degree,Skilled Manual,F,M,1,0,1,1,97070,65,0
9878,Sean,James,3556 Hoek Maple Court,Beverly Hills,California,United States,90210,278-555-0194,1963-06-15,Partial College,Professional,M,S,1,2,2,2,118341,104,1
9879,Bailey,Reed,3652 Happy Valley Road,Beverly Hills,California,United States,90210,879-555-0197,1963-12-06,Partial College,Professional,F,S,1,2,2,2,107768,68,1
9880,Eduardo,Brown,2823 Pheasant Court,Colma,California,United States,94014,317-555-0129,1963-07-02,Bachelors ,Management,M,M,1,0,3,4,172544,137,1
9881,Gabriel,Carter,3312 Kenneth Ct.,Coronado,California,United States,92118,263-555-0158,1963-11-20,Bachelors ,Management,M,S,0,0,3,4,155982,128,1
9882,Devin,Russell,939 Loeffler Lane,Woodland Hills,California,United States,91364,797-555-0157,1963-08-04,Bachelors ,Management,M,S,0,2,2,2,153473,115,1
9883,Timothy,Sanders,8838 Kirker Pass Road,Bellingham,Washington,United States,98225,161-555-0179,1962-12-25,Partial College,Professional,M,M,1,4,4,5,123075,145,1
9886,Nelson,Vazquez,7888 Stanford Street,Colma,California,United States,94014,721-555-0115,1962-06-24,Bachelors ,Management,M,M,1,2,3,3,153191,137,1
